Phase1IterCnt,Phase2IterCnt,SbgnProperEdgeCnt,TotalEdgeCnt,SbgnResult,SbgnExecTime,CoSEProperEdgeCnt,CoSEResult,CoSEExecTime
500,1200,9.0,11.0,0.8181818181818182,302
